orden,fecha,a_o,mes,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,hora,entidad,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
673,28/02/2012,2012,02. Febrero,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Diamante I,09:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,No aplica
674,29/02/2012,2012,02. Febrero,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Real de Minas,12:15:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Diurno,Sin restricción
675,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,Terrazas,01:10:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
676,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,0,0,1,1,0,0,0,0,0,CARRERA,Antonia Santos Centro,04:20:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
677,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,La Aurora,07:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
678,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Floresta,06:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
679,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,1,1,0,0,0,0,0,0,0,0,CARRERA,San Francisco,10:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
680,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,Centro,03:30:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
681,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Alvarez,10:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
682,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,10:20:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
683,29/02/2012,2012,02. Febrero,03. Miercoles,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,Comuneros,11:20:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,Sin restricción
684,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,0,0,2,0,0,0,0,0,0,CARRERA,CONUCOS,07:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
685,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,08:30:00 a. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
686,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,1,0,1,0,0,0,0,0,0,CARRERA,Chapinero,10:05:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
687,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,10:50:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
688,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Sotomayor,10:15:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
689,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CALLE,Universidad,11:10:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
690,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,0,0,0,0,1,1,0,0,0,0,0,CARRERA,Universidad,12:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
691,29/02/2012,2012,02. Febrero,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,ANILLO VIAL,Cafe Madrid,12:40:00 p. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
692,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Conucos,07:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
693,29/02/2012,2012,02. Febrero,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,CALLE,Nuevo Sotomayor,03:55:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
694,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Centro,03:10:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
695,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,0,1,0,0,0,0,1,0,0,CARRERA,Diamante I,05:14:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
696,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Bolarqui,07:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
697,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Garcia Rovira,05:25:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
698,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,04:30:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
699,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Terrazas,02:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
700,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Aurora,04:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
701,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,06:40:00 a. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Diurno,Sin restricción
702,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,05:30:00 p. m.,AGENTES DTB,SIN INFORMACION,Empresa,Diurno,Sin restricción
703,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Alvarez,09:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
704,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Albania,02:20:00 a. m.,AGENTES DTB,14. MORRORICO,Empresa,Nocturno,En restricción
705,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Centro,12:20:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
706,01/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,1,0,1,0,0,CALLE,Centro,11:30:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
707,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,San Francisco,01:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
708,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA  NORTE,Colorados,03:00:00 p. m.,AGENTES DTB,01. NORTE,Empresa,Diurno,Sin restricción
709,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,1,0,0,0,1,0,0,0,0,CALLE,Nariño,01:50:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
710,01/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Libertad,01:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
711,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,AVENIDA Q SECA,San Alonso,07:50:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
712,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Sur,04:30:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
713,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,1,1,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,08:10:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Nocturno,No aplica
714,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,1,0,0,0,1,0,0,0,0,CALLE,La Feria,03:30:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
715,02/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,2,0,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,06:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
716,02/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Campo Hermoso,07:29:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Nocturno,Sin restricción
717,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,1,1,0,0,0,0,0,0,0,CARRERA,Universidad,11:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
718,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,La Concordia,08:00:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Nocturno,No aplica
719,02/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AUTOPISTA  NORTE,San Rafael,10:10:00 p. m.,AGENTES DTB,02. NORORIENTAL,Particular,Nocturno,Sin restricción
720,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA BUCAROS,Real de Minas,06:10:00 a. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Diurno,No aplica
721,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Alvarez,10:00:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
722,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,06:10:00 a. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,Sin restricción
723,02/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,07:15:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,Sin restricción
724,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,10:00:00 p. m.,AGENTES DTB,SIN INFORMACION,Empresa,Nocturno,No aplica
725,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,SIN INFORMACION,01:40:00 p. m.,AGENTES DTB,SIN INFORMACION,Empresa,Diurno,No aplica
726,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL ORIENTAL,SIN INFORMACION,04:10:00 p. m.,AGENTES DTB,SIN INFORMACION,Empresa,Diurno,No aplica
727,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Juventud,08:35:00 p. m.,AGENTES DTB,02. NORORIENTAL,Empresa,Nocturno,Sin restricción
728,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,07:45:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
729,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Real de Minas,12:20:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Diurno,No aplica
730,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,2,0,0,0,0,0,0,0,0,CARRERA,San Miguel,02:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Diurno,No aplica
731,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,Rio de Oro I,01:05:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,Sin restricción
732,03/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,10:45:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
733,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CALLE,Centro,01:00:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
734,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,CALLE,Antonia Santos Centro,10:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,Sin restricción
735,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,05:40:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Empresa,Diurno,Sin restricción
736,03/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,0,0,1,1,0,ANILLO VIAL,Cafe Madrid,07:00:00 a. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
737,04/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,02:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
738,04/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CARRERA,Antonia Santos Centro,04:45:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
739,04/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Alfonso Lopez,01:25:00 a. m.,AGENTES DTB,05. GARCIA ROVIRA,Empresa,Nocturno,No aplica
740,04/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,08:30:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Nocturno,Sin restricción
741,04/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Mejoras Publicas,07:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,Sin restricción
742,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Alarcon,03:50:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
743,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Antonia Santos Centro,05:20:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
744,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,07:10:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Nocturno,Sin restricción
745,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,El Prado,07:15:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
746,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Diamante II,09:00:00 a. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,Sin restricción
747,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,09:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
748,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Ricaurte,02:05:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
749,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Universidad,08:25:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Nocturno,Sin restricción
750,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Mejoras Publicas,04:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
751,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,05:20:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
752,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,Rio de Oro I,06:00:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Nocturno,Sin restricción
753,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AVENIDA Q SECA,Alarcon,12:18:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
754,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Olas II,04:00:00 p. m.,AGENTES DTB,02. NORORIENTAL,Particular,Diurno,No aplica
755,05/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,05:00:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
756,05/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Comuneros,09:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
757,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Alfonso Lopez,12:10:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Diurno,Sin restricción
758,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,0,0,0,0,0,0,0,0,1,0,1,CALLE,Girardot,05:15:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,Sin restricción
759,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Rio de Oro I,06:45:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,Sin restricción
760,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Sotomayor,01:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
761,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CALLE,El Prado,10:57:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,No aplica
762,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,12:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,En restricción
763,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,La Concordia,12:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,No aplica
764,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,CARRERA,La Concordia,05:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Diurno,No aplica
765,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Mejoras Publicas,01:40:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,No aplica
766,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,09:30:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
767,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Diamante II,05:00:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,No aplica
768,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,04:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
769,06/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Centro,12:25:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
770,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,10:45:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
771,06/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Bolivar,12:45:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
772,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,1,AUTOPISTA  NORTE,Villa Mercedes,05:50:00 a. m.,AGENTES DTB,02. NORORIENTAL,Particular,Nocturno,Sin restricción
773,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,02:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
774,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,1,CALLE,Comuneros,05:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
775,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,0,1,1,0,0,0,0,0,0,0,0,CARRERA,Alvarez,03:50:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
776,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,1,AUTOPISTA  NORTE,Norte Bajo,02:30:00 p. m.,AGENTES DTB,02. NORORIENTAL,Particular,Diurno,No aplica
777,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,El Prado,07:15:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
778,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AVENIDA LA ROSITA,Mejoras Publicas,09:20:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
779,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Nueva Granada,10:07:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
780,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Puerta del Sol,02:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
781,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,03:40:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Diurno,No aplica
782,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,1,0,0,TRANSVERSAL METROPOLITANA,PREDIO URBANO PUENTE EL BUENO,07:05:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Diurno,Sin restricción
783,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,1,0,0,0,0,0,1,0,0,CALLE,Gomez Niño,08:00:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
784,07/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,VIADUCTO LA FLORA(NO BARRIO),01:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Empresa,Diurno,Sin restricción
785,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Bucaramanga,06:35:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,No aplica
786,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,AVENIDA Q SECA,Centro,09:00:00 a. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
787,07/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CALLE,Ricaurte,10:45:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
