orden,fecha,a_o,mes,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,hora,entidad,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
902,16/03/2012,2012,03. Marzo,05. Viernes,Con Muertos,1,1,0,0,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Ciudad Venecia,06:54:00 a. m.,AGENTES DTB,11. SUR,Empresa,Diurno,No aplica
903,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,1,0,0,0,0,0,CARRERA,Cabecera del Llano,05:50:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
904,16/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,1,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,Alarcon,09:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
905,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CALLE,Universidad,02:40:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
906,16/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,07:00:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Nocturno,Sin restricción
907,16/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,1,AUTOPISTA  NORTE,Morrorico,12:40:00 a. m.,AGENTES DTB,01. NORTE,Empresa,Nocturno,No aplica
908,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Africa,03:00:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Nocturno,No aplica
909,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Antonia Santos Centro,09:10:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
910,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,3,0,0,0,0,0,0,0,1,0,0,ANILLO VIAL,Cafe Madrid,09:50:00 p. m.,AGENTES DTB,01. NORTE,Particular,Nocturno,Sin restricción
911,17/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,San Francisco,08:25:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
912,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,CALLE,San Alonso,05:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
913,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,1,0,0,0,0,0,0,0,0,3,0,0,BOULEVAR BOLIVAR,San Francisco,09:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
914,17/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,03:10:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
915,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,08:30:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Nocturno,No aplica
916,17/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,09:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
917,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Santander,10:45:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
918,17/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,1,0,1,0,0,CALLE,Centro,05:20:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
919,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,AVENIDA LOS ESTUDIANTES,Real de Minas,02:20:00 a. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Nocturno,No aplica
920,18/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Provenza,11:30:00 p. m.,AGENTES DTB,10. PROVENZA,Empresa,Nocturno,Sin restricción
921,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,La Pedregosa,09:30:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,No aplica
922,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,AVENIDA Q SECA,Alarcon,10:40:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
923,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,Centro,11:00:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
924,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,El Prado,08:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
925,18/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CALLE,Centro,09:35:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Nocturno,No aplica
926,18/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,0,0,1,0,0,0,0,0,0,1,0,CALLE,Campo Hermoso,10:30:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Nocturno,No aplica
927,18/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,DIAGONAL 15,La Concordia,02:50:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Diurno,Sin restricción
928,18/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,1,0,CARRERA,La Salle,10:00:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
929,18/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,DIAGONAL,Real de Minas,01:20:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Diurno,No aplica
930,19/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA  GONZALEZ VALENCIA,La Concordia,04:00:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Diurno,No aplica
931,19/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,CALLE,Centro,05:50:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
932,19/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Sotomayor,11:15:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
933,19/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,1,0,0,0,1,0,0,CALLE,Bolarqui,11:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
934,19/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,1,AUTOPISTA  NORTE,Colorados,12:30:00 p. m.,AGENTES DTB,01. NORTE,Particular,Diurno,No aplica
935,19/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,AUTOPISTA GIRÓN,Africa,04:00:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Diurno,Sin restricción
936,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,BOULEVAR BOLIVAR,San Francisco,05:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
937,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,09:30:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
938,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,12:05:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
939,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,1,1,0,0,0,0,0,2,0,0,CARRERA,San Francisco,03:20:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,Sin restricción
940,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,04:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
941,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,1,0,0,0,0,0,0,0,0,AUTOPISTA  NORTE,Olas II,06:50:00 a. m.,AGENTES DTB,02. NORORIENTAL,Particular,Diurno,No aplica
942,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CALLE,Girardot,12:00:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
943,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,LA TRINIDAD,08:50:00 p. m.,AGENTES DTB,24. CALDAS - REPOSO,Empresa,Nocturno,Sin restricción
944,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA GIRÓN,Monterredondo,12:10:00 a. m.,AGENTES DTB,17. MUTIS,Particular,Nocturno,No aplica
945,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CALLE,Provenza,10:40:00 p. m.,AGENTES DTB,10. PROVENZA,Empresa,Nocturno,No aplica
946,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,09:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
947,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR SANTANDER,San Francisco,02:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,Sin restricción
948,20/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,0,0,0,1,0,0,1,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,06:40:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,No aplica
949,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,0,0,0,0,2,0,0,0,0,0,0,AVENIDA Q SECA,Alarcon,10:50:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
950,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,04:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
951,20/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,05:45:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
952,21/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,05:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
953,21/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,1,0,0,0,1,0,0,0,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,07:20:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,No aplica
954,21/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,Centro,11:00:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
955,21/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,CARRERA,Cabecera del Llano,03:40:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,Sin restricción
956,21/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Gaitan,11:00:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,No aplica
957,21/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,Sotomayor,10:15:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
958,21/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Campo Hermoso,02:50:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Diurno,Sin restricción
959,22/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,El Tejar,01:30:00 p. m.,AGENTES DTB,16. LAGOS DEL CACIQUE,Particular,Diurno,Sin restricción
960,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,0,0,0,0,0,0,2,0,0,AUTOPISTA  NORTE,Cafe Madrid,05:10:00 p. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
961,22/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,BOULEVAR BOLIVAR,San Francisco,07:00:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
962,22/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,2,0,0,0,0,0,0,0,0,1,0,0,CALLE,Campo Hermoso,06:15:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Nocturno,Sin restricción
963,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,1,AVENIDA  GONZALEZ VALENCIA,Conucos,11:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
964,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,La Pedregosa,04:37:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
965,22/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,La Estrella,12:00:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Diurno,Sin restricción
966,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,CALLE,Sotomayor,12:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
967,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,DIAGONAL,Asturias,02:50:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
968,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Pedregosa,04:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
969,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,1,CARRERA,Antonia Santos Centro,08:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
970,22/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Kennedy,03:20:00 p. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
971,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,0,0,0,0,0,0,0,0,2,ANILLO VIAL,Cafe Madrid,05:30:00 a. m.,AGENTES DTB,01. NORTE,Empresa,Nocturno,No aplica
972,22/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,DIAGONAL 15,Bolarqui,12:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
973,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,1,0,0,0,0,0,0,0,0,0,CALLE 45 VIA CHIMITA,La Estrella,02:30:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Empresa,Diurno,No aplica
974,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,0,0,2,0,0,0,0,0,0,CALLE,Centro,01:45:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
975,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,AVENIDA Q SECA,Centro,03:15:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
976,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Kennedy,07:00:00 p. m.,AGENTES DTB,01. NORTE,Particular,Nocturno,No aplica
977,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,Bucaramanga,07:30:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Diurno,Sin restricción
978,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA,Diamante I,06:40:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,No aplica
979,23/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,TRANSVERSAL ORIENTAL,Lagos del Cacique,03:40:00 p. m.,AGENTES DTB,16. LAGOS DEL CACIQUE,Particular,Diurno,Sin restricción
980,23/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Pedregosa,05:40:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,Sin restricción
981,23/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Mutualidad,10:35:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
982,23/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,San Alonso,02:15:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
983,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Regaderos Norte,12:50:00 a. m.,AGENTES DTB,02. NORORIENTAL,Particular,Nocturno,En restricción
984,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA SAMANES,Real de Minas,10:00:00 p. m.,AGENTES DTB,07. LA CIUDADELA,Empresa,Nocturno,Sin restricción
985,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,San Miguel,10:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,Sin restricción
986,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Ceiba,12:00:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,No aplica
987,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,DIAGONAL 15,La Concordia,01:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
988,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Comuneros,02:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
989,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,2,0,0,CARRERA,Albania,01:30:00 p. m.,AGENTES DTB,14. MORRORICO,Particular,Diurno,Sin restricción
990,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,1,AVENIDA Q SECA,San Alonso,05:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Diurno,No aplica
991,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,1,0,1,0,0,AUTOPISTA  NORTE,Olas II,09:00:00 a. m.,AGENTES DTB,02. NORORIENTAL,Particular,Diurno,Sin restricción
992,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,0,0,0,CALLE,Mutis,08:00:00 a. m.,AGENTES DTB,17. MUTIS,Particular,Diurno,No aplica
993,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,San Miguel,09:00:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,No aplica
994,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,0,1,0,CALLE,Universidad,01:10:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,No aplica
995,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,AUTOPISTA  NORTE,Rio de Oro I,08:55:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,Sin restricción
996,24/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,AVENIDA  GONZALEZ VALENCIA,Sotomayor,08:40:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
997,24/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Victoria,12:45:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
998,25/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Centro,12:28:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,En restricción
999,25/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,0,1,0,0,0,0,0,0,1,0,0,CARRERA,El Prado,08:00:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
1000,25/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,0,0,0,0,1,1,0,0,0,0,0,CALLE,San Francisco,11:00:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
